Strain,Type,Rating,Effects,Flavor,Description,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
Strawberry-Cough,sativa,4.3,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Strawberry,Sweet,Berry","Known for its sweet smell of fresh strawberries and an expanding sensation that can make even the most seasoned consumer cough, Strawberry Cough is a potent sativa blend with mysterious genetic origins. The skunky, berry flavors will capture your senses while the cerebral, uplifting effects provide an aura of euphoria that is sure to leave a smile on your face. Strawberry Cough is a great solution for managing social anxieties and to balance yourself in times of elevated stress.",,,,,,0.0,0.006,0.013,0.0,0.0,0.061,0.0,0.081,0.034,0.0,0.006,0.087,0.019,0.0,0.161,1.011,,0.052,0.119,0.0,0.0,,1.01,0.01,17.43,0.04,0.0,0.07,0.0,0.0,0.0,0.66,0.04,0.01,
Strawberry-Fields,indica,4.6,"Relaxed,Happy,Uplifted,Hungry,Euphoric","Strawberry,Sweet,Berry","Strawberry Fields by Sagarmatha Seeds is an indica-dominant hybrid strain that takes the flavorful Strawberry Cough and crosses it with an undisclosed indica parent. This strain is destined for consumers who love that strawberry aroma, but would prefer something more tranquilizing than the Strawberry Cough sativa. Its heavier effects also make Strawberry Fields a better choice for patients treating pain, insomnia, and appetite loss.",,,,,,0.0,0.0,0.022,0.0,0.0,0.05,0.0,0.041,0.061,0.025,0.0,0.085,0.008,0.0,0.102,0.626,,0.016,0.024,0.0,0.0,,0.46,0.01,21.72,0.0,0.0,0.13,0.0,0.01,0.0,0.99,0.16,0.0,
Strawberry-Lemonade,sativa,4.3,"Happy,Relaxed,Euphoric,Uplifted,Energetic","Strawberry,Lemon,Berry","Strawberry Lemonade is a sativa-dominant strain that took 1st in High Times’ 2015 Denver Cannabis Cup as “Best Sativa Concentrate.” The supposed cross of Strawberry Cough and Lemon OG, Strawberry Lemonade stays true to form, exhibiting tangy aromas and flavors coupled with a heady onset and complementary body effects. Enjoy Strawberry Lemonade throughout the day, but don’t plan too far ahead as this strain can be whimsical and intensely relaxing. ",,,,,,0.0,0.002,0.004,0.0,0.0,0.034,0.0,0.054,0.05,0.0,0.052,0.038,0.011,0.0,0.142,1.097,,0.029,0.078,0.0,0.0,,0.84,0.0,23.06,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.12,0.0,
Suicide-Girl,hybrid,4.8,"Talkative,Euphoric,Uplifted,Relaxed,Tingly","Violet,Sweet,Citrus","Suicide Girl by Calyx Gardens is the cleverly named cross of Poison OG and Platinum Girl Scout Cookies. This beautiful and potent cannabis strain delivers hearty mid-level sedation in the body and a sizzling mental buzz that carries the consumer forward. The flavor and aroma are rich with fuel, fruit, and spices like star anise and pepper. Utilize Suicide Girl to combat anxiety, depression, and minor pain.  ",,,,,,0.0,0.0,0.002,0.0,0.0,0.006,0.0,0.171,0.274,0.0,0.007,0.055,0.287,0.0,0.121,1.666,,0.092,0.055,0.0,0.0,,0.48,0.0,24.23,0.0,0.0,0.06,0.0,0.0,0.0,1.74,0.07,0.0,
Sunset-Sherbert,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Citrus,Earthy","Heir to the Girl Scout Cookies throne is Sunset Sherbet (or Sunset Sherbert), an indica-leaning hybrid with intoxicatingly potent effects. Sunset Sherbet inherits the genetic lineage of its Girl Scout Cookies parent, whose ancestors include the famed OG Kush, Cherry Pie, and Durban Poison. Crossed with an indica known as Pink Panties, Sunset Sherbet exhibits powerful full-body effects elevated by a jolt of cerebral energy. A complex aroma colors Sunset Sherbet with notes of skunky citrus, sweet berry, and that candy-like smell redolent of its Girl Scout Cookies parent. Stress, tension, and sour moods melt away with the carefree mindset and physical relaxation that comes with this rich hybrid.",,,,,,0.0,0.014,0.018,0.0,0.0,0.0,0.0,0.123,0.0,0.033,0.035,0.151,0.046,0.0,0.333,0.042,,0.078,0.301,0.0,0.0,,0.59,0.0,21.67,0.0,0.0,0.06,0.0,0.0,0.0,1.48,0.07,0.0,
Super-Jack,sativa,4.5,"Happy,Energetic,Uplifted,Talkative,Focused","Sweet,Pungent,Skunk","A super sativa! Super Jack mixes Super Silver Haze with the illustrious Jack Herer to create a sweet, spiced blend with a rich buttery aroma. The potent sativa effects spark creativity and provides an uplifting boost of energy. Super jack is a great daytime strain that will calm any anxieties and propel you through your day.",,,,,,0.032,0.0,0.0,0.005,0.0,0.0,0.003,0.01,0.113,0.797,0.003,0.125,0.072,0.021,0.348,0.104,,0.113,0.101,0.013,0.0,,0.37,0.0,21.64,0.0,0.0,0.07,0.0,0.0,0.02,1.57,0.14,0.0,
Super-Kush,indica,4.2,"Relaxed,Happy,Euphoric,Giggly,Aroused","Earthy,Minty,Flowery","When you’re looking to wind down and relax, Super Kush is there to lend a hand. Daughter of Northern Lights #5 and Hindu Kush, Super Kush is a very clear-headed indica. This strain is best for users who would like to ease stress without being stuck on the couch. An all-around easy strain for beginning cannabis users, Super Kush is both mild in effects and easy to grow. This strain grows best indoors and typically has an early flowering time of 7-8 weeks.",,,,,,0.0,0.014,0.01,0.0,0.008,0.0,0.0,0.006,0.001,0.007,0.047,0.107,0.056,0.0,0.348,0.336,,0.097,0.596,0.0,0.0,,1.19,0.0,24.04,0.0,0.0,0.07,0.0,0.0,0.0,0.41,0.14,0.0,
Super-Lemon-Haze,sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Focused","Lemon,Citrus,Sweet","A sativa-dominant hybrid of Lemon Skunk and Super Silver Haze and two time Cannabis Cup winner from Green House Seeds. Super Lemon Haze is a kief-caked multi-colored wonder. As the name states this strain has real lemony characteristics. The smell is zesty, citrusy, and a little sweet. As for the taste, it's everything one would expect from the namesake; tart and sweet like lemonheads candy - not quite as sharp as one might expect. The effects are uniquely energetic and lively, may not be the best strain for those of us that are naturally wound-up tight.",,,,,,0.06,0.0,0.021,0.01,0.0,0.031,0.0,0.054,0.205,0.746,0.0,0.189,0.073,0.057,0.458,0.171,,0.102,0.125,0.048,0.0,,1.28,0.0,20.03,0.02,0.0,0.08,0.04,0.01,0.0,1.8,0.11,0.0,
Super-Silver-Haze,sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Relaxed","Citrus,Earthy,Sweet","Super Silver Haze, bred by Green House Seeds, was the first prize winner at the High Times Cannabis Cup in 1997, 1998, and 1999. It also won awards at the High Times Harvest Festival. By crossing the genetics of Skunk, Northern Lights, and Haze, we are left with a beautiful, sticky sativa blend that boasts an energetic, long-lasting body high. The uplifting effects are a great remedy for high stress levels or when suffering from a lack of appetite or nausea.",,,,,,0.0,0.011,0.01,0.0,0.0,0.0,0.0,0.144,0.0,0.011,0.007,0.095,0.03,0.0,0.293,0.93,,0.053,0.276,0.0,0.0,,0.35,0.0,20.52,0.02,0.0,0.09,0.0,0.0,0.0,1.18,0.14,0.02,
Super-Skunk,indica,4.2,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Skunk,Earthy,Sweet","A predominantly indica variety, Super Skunk takes its robust flowers from its parent strain Skunk #1. By backcrossing the legendary Skunk with Afghani genetics, Sensi Seeds created a strain with dense, thick buds that are known to be extremely pungent with a surprisingly sweet taste. This strain produces a bold relaxing effect over the body and is a great answer for increased stress and body pains.",,,,,,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.087,0.0,0.004,0.0,0.181,0.014,0.0,0.442,0.219,,0.026,0.154,0.0,0.0,,0.31,0.0,14.74,0.01,0.0,0.05,0.0,0.0,0.01,0.2,0.06,0.0,
Super-Sour-Diesel,sativa,4.5,"Uplifted,Happy,Euphoric,Creative,Energetic","Diesel,Sweet,Earthy","Taking after its popular parents, Super Sour Diesel is one incredible sativa. A potent cross between Super Silver Haze and Sour Diesel, Super Sour Diesel knocks out stress and pain while fostering creativity and euphoria. In true sativa form, Super Sour Diesel energizes, making it great for daytime use. New users, however, should use caution when trying this strain. Super Sour Diesel produces strong cerebral effects, which may be overpowering to novice MMJ patients. Familiar users will be surprised at this strain’s introspective spark. Sociable and fun, the effects of this strain are felt upon first taste. Super Sour Diesel’s pungent, fuel-like aroma speaks to the sheer strength of this strain.",,,,,,0.0,0.027,0.009,0.0,0.04,0.0,0.0,0.0,0.0,0.042,0.017,0.141,0.089,0.0,0.382,0.312,,0.123,0.655,0.0,0.0,,0.7,0.01,21.7,0.03,0.0,0.05,0.0,0.0,0.0,0.46,0.11,0.02,
Suzy-Q,hybrid,4.3,"Relaxed,Focused,Uplifted,Talkative,Happy","Pine,Earthy,Spicy/Herbal","Suzy Q is a high CBD, low-THC strain with a piney taste that helps treat symptoms with little to no “high.” A great strain to add to the burgeoning world of CBD strains, this strain has be tested at upwards of 59:1 (CBD:THC). This hybrid is great for daytime use or by those who want to relieve chronic pain, nausea, arthritis, muscle spasms, and anxiety without psychoactive effects.     ",,,,,,0.0,0.004,0.012,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.01,0.162,0.381,0.0,0.333,0.703,,0.144,0.041,0.0,0.0,,0.09,0.0,0.62,0.0,0.0,16.35,0.57,0.02,0.41,0.19,0.04,0.06,
Sweet-Black-Angel,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Tingly","Sweet,Pine,Berry","Samsara Seeds crossed two very different strains, the sativa-dominant Super Silver Haze and pure indica Black Domina, to create an easy-to-grow, quick-flowering indica-dominant hybrid that produces heavy yields of high-quality flowers. Sweet Black Angel presents a sweet musky odor with undertones of blackberry, and a relaxing body high most suitable for nighttime use for the treatment of pain, anxiety, and insomnia.",,,,,,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.009,0.038,0.761,0.0,0.135,2.114,,0.222,0.333,0.0,0.0,,0.62,0.0,17.19,0.0,0.0,0.04,0.0,0.0,0.0,1.02,0.07,0.0,
Thc-Bomb,hybrid,4.2,"Relaxed,Happy,Giggly,Uplifted,Hungry","Earthy,Pungent,Sweet","THC Bomb is the signature hybrid strain from Bomb Seeds, and as its name indicates, it was developed to have very high THC levels—upwards of 20%! This bomb won’t completely knock you off your feet, though, thanks to its well-rounded hybrid mix. THC Bomb can be grown indoors and out. Plants are shorter but hardy and should mature in 7 to 9 weeks to produce large yields. Flowers will be large and have an even covering of bright orange hairs.",,,,,,0.0,0.017,0.242,0.0,0.0,0.011,0.0,0.065,0.015,0.02,0.028,1.018,0.177,0.0,2.224,0.379,,0.172,0.411,0.004,0.0,,3.06,0.0,70.1,0.0,0.0,0.2,0.0,0.0,0.0,2.47,0.25,0.0,
Tahoe-Og,hybrid,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Pine,Citrus","Tahoe OG is the perfect rainy day strain. Strong and fast-acting, you may not want to use this strain when you’re planning to leave the house. Great for those suffering from insomnia, pain, or lack of appetite, Tahoe OG has made a name for itself among other indicas. A top nighttime strain, it provides an extremely lazy, heavy body sensation. Due to superb breeding, Tahoe OG embodies all of the typical indica effects with an added euphoric, sativa-like kick. This strain features an earthy, lemon taste, and is a phenotype of OG Kush. Maturing at around 10 weeks, Tahoe OG is a must-try for those looking for a great night’s sleep.",,,,,,0.0,0.0,0.15,0.0,0.0,0.261,0.0,0.164,0.026,0.031,0.352,0.379,0.239,0.0,0.975,0.207,,0.101,0.187,0.0,0.0,,3.4,0.0,66.26,0.12,0.07,0.55,0.02,0.0,0.0,4.77,0.29,0.0,
Tangie,sativa,4.5,"Happy,Uplifted,Energetic,Euphoric,Relaxed","Citrus,Orange,Sweet","Tangie is another fantastic offering from DNA Genetics in Amsterdam that has quickly gained popularity in its home and is spreading elsewhere. This strain is a remake of sorts of the popular version of Tangerine Dream that was sought-after in the 1990s. The genetics on this strain are a cross of California Orange and a Skunk hybrid, and its citrus heritage is the most evident in its refreshing tangerine aroma. As a plant, Tangie grows best outside, producing sticky buds that provide euphoric yet relaxed effects.",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.082,0.0,,0.0,0.102,0.0,0.0,,71.6,0.66,0.0,1.02,3.43,0.03,0.36,0.0,0.0,0.0,3.61,0.0,
Tangie-Dream,hybrid,4.4,"Tingly,Creative,Focused,Uplifted,Happy","Citrus,Sweet,Orange","Tangie Dream is a sativa-dominant hybrid strain that reeks of orange peel and rock candy. The strain’s overall sweetness permeates the flavor, leaving consumers with a subtle tartness on the exhale. Enjoy Tangie Dream throughout the day to elevate mood and stimulate the imagination. This strain can be motivating in smaller doses, but it has a tendency to insulate the consumer in an whimsical euphoria with continuous use. ",,,,,,0.0,0.008,0.007,0.001,0.002,0.001,0.0,0.07,0.062,0.004,0.005,0.053,0.402,0.0,0.169,1.413,,0.202,0.155,0.0,0.0,,0.95,0.0,20.7,0.0,0.0,0.06,0.0,0.0,0.0,0.42,0.05,0.0,
The-Gift,hybrid,5.0,"Uplifted,Relaxed","Sweet,Earthy","The Gift is a Ringo’s Gift backcross created from seeds gifted to UV Organics by Lawrence Ringo’s son. This potent CBD-dominant hybrid offers a slight bent on the original Ringo’s Gift genetics in terms of flavor and aroma while keeping its robust cannabinoid profile intact. The Gift creates massive CBD/THC ratios like its forebear, but offers sweeter, fruit-forward notes that contrast against the foresty bouquet of Ringo’s Gift. This strain is ideal for consumers seeking calming, anti-inflammatory effects without much headiness due to its nearly nonexistent THC content.    ",,,,,,0.0,0.033,0.132,0.0,0.003,0.299,0.0,0.23,0.003,0.01,0.509,0.28,1.399,0.0,0.774,6.149,,0.645,0.735,0.002,0.0,,0.58,0.0,2.54,0.0,0.0,64.22,3.47,0.0,0.41,0.74,0.27,0.32,
The-Sauce,hybrid,4.8,"Happy,Uplifted,Relaxed,Euphoric,Creative","Earthy,Sweet,Citrus","The Sauce is a 60/40 sativa-dominant hybrid bred by Exotic Genetix. Using a backcross of Green Ribbon to pollenate a Gorilla Glue #4 mother, the Northwest breeder created a potent blend that emits a mix of chocolate, lime and diesel flavors. The Sauce took the prize for Judge’s Choice at the 2015 DOPE Cup in Seattle.",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.079,0.0,0.0,0.103,0.412,0.0,0.473,0.515,,0.253,0.988,0.0,0.0,,76.01,0.0,0.0,0.48,1.1,0.0,0.2,0.0,0.0,0.0,2.0,1.61,
The-Truth,hybrid,4.6,"Relaxed,Uplifted,Euphoric,Happy,Sleepy","Earthy,Woody,Berry","The Truth by True Canna Genetics is a rare indica-dominant strain that crosses Triangle Kush with a SFV OG and a backcrossed Chemdawg hybrid. Its heavy painkilling properties are accented by an earthy, spicy aroma characteristic of Kush varieties. The Truth is a colorful high-yielding strain that flowers in 63 days indoors or in early October for outdoor gardens.",,,,,,0.0,0.007,0.074,0.009,0.0,0.14,0.0,0.104,0.0,0.0,0.24,0.182,0.133,0.0,0.617,0.115,,0.088,0.049,0.0,0.0,,3.68,0.0,53.78,0.0,0.07,0.28,0.0,0.0,0.0,1.13,0.13,0.1,
The-White,hybrid,4.6,"Relaxed,Euphoric,Happy,Creative,Uplifted","Earthy,Pine,Pungent","This mysterious strain, supposedly from somewhere in Florida and originally called “Triangle,” is aptly named; The White is covered with so many white trichomes that the buds look like they were rolled in confectioner’s sugar. While it looks much like an OG in structure and certainly has the potency associated with the best OG Kush cuts, it has little of the smell or flavor found in those West Coast favorites. In fact, The White is actually known for a distinct lack of odor or flavor, leaving some to pass it over in favor of other more pungent varieties. The high is usually described as a true hybrid effect with equal body and head sensation, and definitely very potent.",,,,,,0.0,0.006,0.006,0.0,0.0,0.002,0.0,0.027,0.0,0.005,0.044,0.073,0.025,0.0,0.24,0.414,,0.047,0.186,0.0,0.0,,0.61,0.03,19.6,0.01,0.0,0.07,0.0,0.0,0.0,0.52,0.05,0.0,
The-White-Angel,hybrid,4.2,"Aroused,Relaxed","Diesel,Pungent,Pine","The White Angel (AKA White Angel OG) is an award-winning strain and longstanding veteran of the Los Angeles cannabis community. The breeders, also called White Angel, created this strain by crossing a triple backcrossed White Widow with the potent California native, SFV OG. This perfect 50/50 hybrid consistently tests at or above 30% total THC. The White Angel’s rich aroma is a seductive perfume of pine and sweet citrus. It has a well-developed bud structure and robust resin production, and offers consumers deep relaxation alongside pain and insomnia relieving attributes. ",,,,,,0.0,0.014,0.02,0.0,0.005,0.023,0.0,0.141,0.0,0.004,0.077,0.073,0.049,0.0,0.262,0.37,,0.092,0.431,0.0,0.0,,1.16,0.0,29.86,0.0,0.0,0.07,0.0,0.0,0.0,1.07,0.11,0.0,
Thin-Mint,hybrid,4.6,"Relaxed,Euphoric,Happy,Uplifted,Hungry","Minty,Mint,Sweet","Thin Mint, a hybrid cross containing Durban Poison and OG Kush genetics, is a phenotype of the legendary GSC strain. Dark green and royal purple hues peek through a heavy coat of crystals, with a sweet minty smell that gives a full explanation of this strain’s name. Thin Mint calls upon the powers of its indica, sativa, and hybrid ancestors for a powerful full-body effect that gives this strain its sterling reputation. The high psychoactivity of this strain is not for novice consumers, but patients with a variety of symptoms are giving Thin Mint their seal of approval: severe pain, nausea, swelling, insomnia, and appetite loss are no match for the potency of Thin Mint.",,,,,,0.0,0.005,0.015,0.003,0.0,0.0,0.0,0.003,0.089,0.006,0.094,0.128,0.226,0.0,0.464,1.488,,0.088,0.105,0.0,0.0,,1.16,0.0,21.18,0.0,0.0,0.06,0.0,0.0,0.0,0.2,0.08,0.0,
Tokyo-Og,hybrid,4.6,"Euphoric,Relaxed,Happy,Uplifted,Sleepy","Pine,Lemon,Sweet","Tokyo OG, originating from Northern California, is yet another rendition of the famous OG Kush hybrid. This cutting preserves the traditional OG aroma that blends lemon and pine with a distinctive diesel bite. Indica characteristics shine through in this phenotype, offering a dense, chunky bud structure and relaxing effects that help many consumers put to sleep anxiety, pain, and stress. However, novices beware: Tokyo OG oftentimes boasts a staggeringly high THC content that can exacerbate anxiety rather than alleviate it.",,,,,,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.213,0.041,0.0,0.662,0.894,,0.069,0.406,0.0,0.0,,13.2,0.0,9.5,0.07,0.0,0.04,0.0,0.0,0.0,0.53,0.28,0.13,
